k,P3_n(k)
0.005561798841532925,513.2388548603104
0.008903295357283599,81.92398387061002
0.012244791873034275,23.640062401443128
0.015586288388784949,9.22491873693299
0.018927784904535623,4.324838754393347
0.0222692814202863,2.29406075251331
0.02561077793603697,1.329873413485905
0.02895227445178765,0.8243215042140801
0.03229377096753832,0.538388706578736
0.035635267483289,0.36671360205254844
0.03897676399903967,0.2585333471022263
0.042318260514790346,0.18758610176574644
0.04565975703054102,0.1394691274313225
0.049001253546291694,0.10588905360691904
0.052342750062042365,0.08186883612549091
0.05568424657779304,0.06431361950104433
0.05902574309354372,0.051238617361127115
0.0623672396092944,0.04133602118214552
0.06570873612504508,0.0337232144940292
0.06905023264079574,0.02779169525252397
0.07239172915654642,0.023113845308397496
0.0757332256722971,0.01938393454139751
0.07907472218804776,0.016379935115816754
0.08241621870379845,0.013938294527302636
0.08575771521954911,0.01193695677748578
0.08909921173529979,0.010283739044305509
0.09244070825105047,0.00890824962485926
0.09578220476680113,0.007756187033543464
0.09912370128255182,0.006785265078853207
0.10246519779830249,0.00596226419263835
0.10580669431405315,0.005260873257574182
0.10914819082980384,0.004660093139566473
0.1124896873455545,0.004143043955517586
0.1158311838613052,0.0036960656607244813
0.11917268037705586,0.003308033888136979
0.12251417689280653,0.0029698352458478092
0.12585567340855722,0.0026739617931118586
0.1291971699243079,0.002414195337390278
0.13253866644005857,0.0021853599626883665
0.13588016295580924,0.0019831267768429645
0.1392216594715599,0.0018038589063985877
0.14256315598731056,0.0016444877206503988
0.14590465250306126,0.0015024134418444338
0.14924614901881195,0.0013754249135105874
0.1525876455345626,0.0012616345066396764
0.15592914205031327,0.0011594250529070758
0.15927063856606394,0.0010674063835989166
0.16261213508181463,0.000984379578865886
0.16595363159756532,0.0009093074356151267
0.16929512811331598,0.0008412899739739298
0.17263662462906665,0.0007795440441548617
0.1759781211448173,0.0007233862843148551
0.179319617660568,0.0006722188280564868
0.1826611141763187,0.0006255172769106191
0.18600261069206936,0.0005828205455449435
0.18934410720782002,0.0005437222609449297
0.1926856037235707,0.0005078634555354466
0.19602710023932138,0.00047492634131839984
0.19936859675507207,0.00044462899004598554
0.20271009327082273,0.0004167207751299784
0.2060515897865734,0.00039097845588849367
0.20939308630232406,0.0003672028050149796
0.21273458281807475,0.0003452156967334366
0.21607607933382544,0.00032485758670171245
0.2194175758495761,0.0003059853259127276
0.22275907236532677,0.00028847026007899516
0.22610056888107744,0.00027219657363205
0.22944206539682813,0.00025705984381738003
0.23278356191257882,0.00024296577565366916
0.23612505842832948,0.000229829092940278
0.23946655494408015,0.00021757256419470774
0.2428080514598308,0.00020612614550562597
0.2461495479755815,0.0001954262248999436
0.2494910444913322,0.00018541495502659192
0.25283254100708286,0.0001760396628243354
0.2561740375228335,0.00016725232642127437
0.2595155340385842,0.00015900911085683168
0.26285703055433485,0.0001512699553605706
0.2661985270700855,0.00014399820589787755
0.2695400235858362,0.00013716028752741485
0.2728815201015869,0.0001307254118300847
0.27622301661733756,0.00012466531528333063
0.2795645131330882,0.00011895402498284174
0.2829060096488389,0.00011356764856887808
0.2862475061645896,0.00010848418560747881
0.28958900268034027,0.00010368335801698058
0.29293049919609093,9.914645742469093e-05
0.2962719957118416,9.485620759445019e-05
0.29961349222759226,9.079664028813373e-05
0.3029549887433429,8.695298311769878e-05
0.30629648525909364,8.331155811336317e-05
0.3096379817748443,7.985968988108296e-05
0.31297947829059497,7.658562235142029e-05
0.31632097480634563,7.347844323524993e-05
0.31966247132209635,7.052801540082119e-05
0.323003967837847,6.772491447400567e-05
0.3263454643535977,6.506037204032622e-05
0.32968696086934834,6.252622389494108e-05
0.333028457385099,6.011486284654126e-05
0.33636995390084967,5.7819195633682956e-05
0.3397114504166004,5.563260355893444e-05
0.34305294693235105,5.35489064872922e-05
0.3463944434481017,5.156232989220159e-05
0.3497359399638524,4.966747466483079e-05
0.3530774364796031,4.7859289431336154e-05
0.35641893299535377,4.61330451484576e-05
0.35976042951110443,4.448431177084514e-05
0.3631019260268551,4.290893680382155e-05
0.36644342254260576,4.140302557370577e-05
0.3697849190583564,3.9962923064003395e-05
0.3731264155741071,3.85851971804828e-05
0.3764679120898578,3.726662332119759e-05
0.37980940860560847,3.6004170139223005e-05
0.38315090512135913,3.479498639648124e-05
0.3864924016371098,3.363638881639286e-05
0.3898338981528605,3.2525850851689355e-05
0.3931753946686112,3.146099229132617e-05
0.39651689118436184,3.0439569637342813e-05
0.3998583877001125,2.9459467188750157e-05
0.40319988421586317,2.851868877515111e-05
0.40654138073161383,2.7615350087824265e-05
0.40988287724736455,2.6747671560664974e-05
0.4132243737631152,2.5913971757431732e-05
0.4165658702788659,2.511266122561546e-05
0.41990736679461654,2.434223678054282e-05
0.42324886331036726,2.3601276186519835e-05
0.4265903598261179,2.2888433204539032e-05
0.4299318563418686,2.2202432978684463e-05
0.43327335285761925,2.1542067735670556e-05
0.4366148493733699,2.090619277403059e-05
0.4399563458891206,2.029372272143742e-05
0.4432978424048713,1.970362804035629e-05
0.44663933892062196,1.913493176383553e-05
0.44998083543637263,1.858670644471651e-05
0.4533223319521233,1.8058071302822237e-05
0.456663828467874,1.7548189555971423e-05
0.4600053249836247,1.705626592171755e-05
0.46334682149937534,1.658154427774876e-05
0.466688318015126,1.6123305469839054e-05
0.47002981453087667,1.568086525705006e-05
0.47337131104662733,1.5253572384709394e-05
0.47671280756237805,1.484080677637627e-05
0.4800543040781287,1.4441977836679754e-05
0.4833958005938794,1.4056522857531668e-05
0.48673729710963004,1.3683905520737484e-05
0.49007879362538076,1.3323614490572915e-05
0.4934202901411314,1.2975162090369445e-05
0.4967617866568821,1.2638083057529768e-05
0.5001032831726328,1.2311933371883117e-05
0.5034447796883834,1.1996289152567924e-05
0.5067862762041342,1.1690745619037783e-05
0.5101277727198847,1.139491611205535e-05
0.5134692692356355,1.1108431170860367e-05
0.5168107657513861,1.0830937662934879e-05
0.5201522622671368,1.0562097963065875e-05
0.5234937587828874,1.0301589178607354e-05
0.5268352552986382,1.0049102418076635e-05
0.5301767518143887,9.804342100400308e-06
0.5335182483301395,9.567025302315658e-06
0.5368597448458903,9.336881141588486e-06
0.5402012413616408,9.113650193896943e-06
0.5435427378773916,8.897083941317574e-06
0.5468842343931422,8.686944250548372e-06
0.5502257309088929,8.483002879080024e-06
0.5535672274246435,8.285041007664804e-06
0.5569087239403943,8.092848797535596e-06
0.5602502204561448,7.906224970925098e-06
0.5635917169718956,7.724976413528159e-06
0.5669332134876462,7.548917797641362e-06
0.5702747100033969,7.377871224785461e-06
0.5736162065191477,7.211665886701457e-06
0.5769577030348982,7.050137743674735e-06
0.580299199550649,6.893129219203013e-06
0.5836406960663996,6.740488910096535e-06
0.5869821925821503,6.592071311144179e-06
0.5903236890979009,6.447736553533912e-06
0.5936651856136517,6.307350156272227e-06
0.5970066821294022,6.170782789885637e-06
0.600348178645153,6.037910051731735e-06
0.6036896751609037,5.908612252291396e-06
0.6070311716766543,5.782774211846106e-06
0.6103726681924051,5.660285066983994e-06
0.6137141647081557,5.5410380864072774e-06
0.6170556612239064,5.424930495547371e-06
0.620397157739657,5.311863309523006e-06
0.6237386542554078,5.201741173997458e-06
0.6270801507711583,5.094472213528811e-06
0.6304216472869091,4.98996788701543e-06
0.6337631438026596,4.888142849875161e-06
0.6371046403184104,4.788914822608559e-06
0.6404461368341612,4.692204465417178e-06
0.6437876333499117,4.597935258572906e-06
0.6471291298656625,4.506033388242494e-06
0.6504706263814131,4.416427637492725e-06
0.6538121228971638,4.329049282217275e-06
0.6571536194129144,4.243831991739271e-06
0.6604951159286652,4.160711733853807e-06
0.6638366124444157,4.079626684097595e-06
0.6671781089601665,4.000517139029173e-06
0.6705196054759172,3.923325433330342e-06
0.6738611019916678,3.8479958605387935e-06
0.6772025985074186,3.774474597236902e-06
0.6805440950231691,3.7027096305302144e-06
0.6838855915389199,3.6326506886566295e-06
0.6872270880546705,3.564249174577254e-06
0.6905685845704213,3.497458102407911e-06
0.6939100810861718,3.432232036554988e-06
0.6972515776019226,3.368527033429955e-06
0.7005930741176731,3.30630058562018e-06
0.7039345706334239,3.2455115684029574e-06
0.7072760671491747,3.1861201884925313e-06
0.7106175636649252,3.128087934917206e-06
0.713959060180676,3.071377531929847e-06
0.7173005566964266,3.0159528938557253e-06
0.7206420532121773,2.961779081793073e-06
0.7239835497279279,2.908822262078835e-06
0.7273250462436787,2.85704966644221e-06
0.7306665427594292,2.8064295537690003e-06
0.73400803927518,2.756931173404705e-06
0.7373495357909305,2.708524729928473e-06
0.7406910323066813,2.661181349331732e-06
0.7440325288224321,2.6148730465398522e-06
0.7473740253381826,2.5695726942178723e-06
0.7507155218539334,2.525253992804236e-06
0.754057018369684,2.481891441718447e-06
0.7573985148854347,2.4394603116920838e-06
0.7607400114011853,2.3979366181746874e-06
0.7640815079169361,2.357297095767992e-06
0.7674230044326866,2.3175191736450154e-06
0.7707645009484374,2.2785809519109853e-06
0.7741059974641881,2.24046117886722e-06
0.7774474939799387,2.203139229139194e-06
0.7807889904956895,2.166595082632476e-06
0.7841304870114401,2.1308093042817688e-06
0.7874719835271908,2.0957630245601535e-06
0.7908134800429414,2.0614379207167845e-06
0.7941549765586922,2.0278161987128824e-06
0.7974964730744427,1.994880575827212e-06
0.8008379695901935,1.962614263903626e-06
0.804179466105944,1.931000953214496e-06
0.8075209626216948,1.9000247969146958e-06
0.8108624591374456,1.8696703960623516e-06
0.8142039556531961,1.839922785183664e-06
0.8175454521689469,1.8107674183594362e-06
0.8208869486846975,1.7821901558128986e-06
0.8242284452004482,1.7541772509784841e-06
0.8275699417161988,1.7267153380326367e-06
0.8309114382319496,1.699791419868311e-06
0.8342529347477001,1.6733928564956353e-06
0.8375944312634509,1.6475073538520063e-06
0.8409359277792016,1.622122953005704e-06
0.8442774242949522,1.597228019737563e-06
0.847618920810703,1.5728112344860818e-06
0.8509604173264536,1.5488615826419657e-06
0.8543019138422043,1.5253683451786288e-06
0.8576434103579549,1.5023210896056111e-06
0.8609849068737057,1.4797096612329065e-06
