k,P3_n(k)
0.005561798841532925,154.89735063636604
0.008903295357283599,37.76047762343743
0.012244791873034275,14.51562026474919
0.015586288388784949,7.03820153943855
0.018927784904535623,3.9299809535743435
0.0222692814202863,2.413077170388118
0.02561077793603697,1.5864321774014745
0.02895227445178765,1.0980996688436604
0.03229377096753832,0.7912861038773971
0.035635267483289,0.5889111167708548
0.03897676399903967,0.450062142324797
0.042318260514790346,0.3516465801814397
0.04565975703054102,0.2799555187329713
0.049001253546291694,0.22650002317337284
0.052342750062042365,0.18583187634922277
0.05568424657779304,0.15434507559294441
0.05902574309354372,0.12958819233291496
0.0623672396092944,0.10985510767527616
0.06570873612504508,0.09393349468724042
0.06905023264079574,0.0809458118484924
0.07239172915654642,0.07024622177645011
0.0757332256722971,0.06135224467604877
0.07907472218804776,0.05389851467980566
0.08241621870379845,0.04760491198549292
0.08575771521954911,0.04225423232261935
0.08909921173529979,0.037676299108753225
0.09244070825105047,0.033736500326392915
0.09578220476680113,0.030327410700381315
0.09912370128255182,0.027362595531018576
0.10246519779830249,0.024771977296324774
0.10580669431405315,0.02249833521839412
0.10914819082980384,0.020494635418301634
0.1124896873455545,0.018721976357068473
0.1158311838613052,0.017147994527488573
0.11917268037705586,0.01574561757946642
0.12251417689280653,0.01449208196996718
0.12585567340855722,0.013368153641561796
0.1291971699243079,0.012357505716867912
0.13253866644005857,0.011446218497050974
0.13588016295580924,0.010622375373804378
0.1392216594715599,0.009875734442762782
0.14256315598731056,0.009197460230211677
0.14590465250306126,0.008579903431385807
0.14924614901881195,0.00801641920616745
0.1525876455345626,0.007501216602070683
0.15592914205031327,0.007029233231828905
0.15927063856606394,0.006596030538629936
0.16261213508181463,0.006197705920959246
0.16595363159756532,0.005830818724262724
0.16929512811331598,0.005492327685465443
0.17263662462906665,0.005179537874422012
0.1759781211448173,0.004890055540585383
0.179319617660568,0.004621749564165244
0.1826611141763187,0.0043727184445669105
0.18600261069206936,0.00414126194712369
0.18934410720782002,0.003925856681472298
0.1926856037235707,0.0037251350087164985
0.19602710023932138,0.0035378667755072953
0.19936859675507207,0.0033629434558504227
0.20271009327082273,0.003199364349399638
0.2060515897865734,0.003046224541011406
0.20939308630232406,0.0029027043726903294
0.21273458281807475,0.002768060217519811
0.21607607933382544,0.002641616377203247
0.2194175758495761,0.0025227579515816182
0.22275907236532677,0.0024109245508984363
0.22610056888107744,0.0023056047403920347
0.22944206539682813,0.002206331122640427
0.23278356191257882,0.002112675976461719
0.23612505842832948,0.0020242473824992843
0.23946655494408015,0.0019406857752325803
0.2428080514598308,0.0018616608693323724
0.2461495479755815,0.0017868689152503215
0.2494910444913322,0.0017160302448955092
0.25283254100708286,0.0016488870733520557
0.2561740375228335,0.0015852015269764935
0.2595155340385842,0.0015247538719819376
0.26285703055433485,0.0014673409208659709
0.2661985270700855,0.001412774596844172
0.2695400235858362,0.0013608806388813348
0.2728815201015869,0.0013114974320171174
0.27622301661733756,0.001264474949509891
0.2795645131330882,0.0012196737949169989
0.2829060096488389,0.0011769643336132904
0.2862475061645896,0.0011362259044623456
0.28958900268034027,0.001097346103413762
0.29293049919609093,0.0010602201317268516
0.2962719957118416,0.0010247502023354963
0.29961349222759226,0.000990844998583679
0.3029549887433429,0.0009584191801913841
0.30629648525909364,0.0009273929318634951
0.3096379817748443,0.0008976915504463855
0.31297947829059497,0.000869245066966839
0.31632097480634563,0.0008419879002731063
0.31966247132209635,0.0008158585393359958
0.323003967837847,0.0007907992515691001
0.3263454643535977,0.000766755814796008
0.32968696086934834,0.0007436772707282679
0.333028457385099,0.0007215156980325508
0.33636995390084967,0.0007002260032520444
0.3397114504166004,0.0006797657280179573
0.34305294693235105,0.0006600948711364786
0.3463944434481017,0.0006411757242727302
0.3497359399638524,0.0006229727200734215
0.3530774364796031,0.0006054522916791664
0.35641893299535377,0.0005885827426740863
0.35976042951110443,0.0005723341266088822
0.3631019260268551,0.0005566781353112909
0.36644342254260576,0.0005415879952696913
0.3697849190583564,0.0005270383714393161
0.3731264155741071,0.0005130052778779167
0.3764679120898578,0.0004994659946704683
0.37980940860560847,0.0004863989906492479
0.38315090512135913,0.00047378385145831783
0.3864924016371098,0.0004616012125504202
0.3898338981528605,0.0004498326967386258
0.3931753946686112,0.00043846085595798244
0.39651689118436184,0.00042746911691985773
0.3998583877001125,0.0004168417303690788
0.40319988421586317,0.00040656372367741035
0.40654138073161383,0.0003966208565283123
0.40988287724736455,0.00038699957946849734
0.4132243737631152,0.00037768699511865183
0.4165658702788659,0.00036867082185369125
0.41990736679461654,0.00035993935977649986
0.42324886331036726,0.0003514814588237695
0.4265903598261179,0.00034328648885472
0.4299318563418686,0.00033534431158506966
0.43327335285761925,0.0003276452542393205
0.4366148493733699,0.00032018008480368636
0.4399563458891206,0.0003129399887712675
0.4432978424048713,0.00030591654727890816
0.44663933892062196,0.00029910171654275365
0.44998083543637263,0.0002924878085064254
0.4533223319521233,0.0002860674726218421
0.456663828467874,0.00027983367868875857
0.4600053249836247,0.0002737797006842529
0.46334682149937534,0.0002678991015184359
0.466688318015126,0.0002621857186568841
0.47002981453087667,0.00025663365055532097
0.47337131104662733,0.0002512372438544553
0.47671280756237805,0.0002459910812882076
0.4800543040781287,0.0002408899702603691
0.4833958005938794,0.0002359289320486022
0.48673729710963004,0.00023110319159740957
0.49007879362538076,0.00022640816786383613
0.4934202901411314,0.0002218394646829186
0.4967617866568821,0.00021739286212111994
0.5001032831726328,0.00021306430828902468
0.5034447796883834,0.00020884991158573885
0.5067862762041342,0.0002047459333498039
0.5101277727198847,0.00020074878089258738
0.5134692692356355,0.00019685500089210923
0.5168107657513861,0.0001930612731261465
0.5201522622671368,0.00018936440452559306
0.5234937587828874,0.00018576132352935418
0.5268352552986382,0.0001822490747239372
0.5301767518143887,0.00017882481375158855
0.5335182483301395,0.0001754858024719627
0.5368597448458903,0.00017222940436312258
0.5402012413616408,0.00016905308014889328
0.5435427378773916,0.00016595438363976612
0.5468842343931422,0.0001629309577759154
