k,P_n(k)
0.005596679713302821,1.494991058626623e-05
0.008977539139908463,2.6794176384263225e-05
0.012358398566514103,2.9010634426385455e-05
0.015739257993119746,4.7071521984498896e-05
0.019120117419725385,5.82662422795046e-05
0.022500976846331025,6.568218420192421e-05
0.02588183627293667,7.396126336869242e-05
0.02926269569954231,9.269377412374925e-05
0.03264355512614795,9.587860093272226e-05
0.03602441455275359,0.00011106212177215756
0.03940527397935924,0.00011888048651248977
0.04278613340596488,0.00013364347770984043
0.046166992832570516,0.0001417860316359764
0.049547852259176156,0.00015306502081006501
0.0529287116857818,0.00017087903915407845
0.05630957111238744,0.00016673983117390689
0.05969043053899308,0.00019175405070635226
0.06307128996559871,0.00019890203899468027
0.06645214939220437,0.0002101706384813458
0.06983300881881,0.00021552299820557403
0.07321386824541565,0.00022108172920348403
0.0765947276720213,0.00023708487016633318
0.07997558709862693,0.00023891003859660272
0.08335644652523258,0.0002547134344389452
0.0867373059518382,0.000261323773785004
0.09011816537844386,0.0002753237312176701
0.09349902480504949,0.000283970393614444
0.09687988423165514,0.0002943431005127253
0.10026074365826079,0.0003156519816745948
0.10364160308486642,0.00032268520683046835
0.10702246251147207,0.00033368499859606863
0.1104033219380777,0.000359738100919587
0.11378418136468335,0.0003535075439566929
0.11716504079128898,0.00036995889187135014
0.12054590021789463,0.0003830987199435558
0.12392675964450026,0.0003825695482804465
0.1273076190711059,0.0003899822864906186
0.13068847849771154,0.00040418951705121126
0.1340693379243172,0.0004131378655454991
0.13745019735092284,0.00043065950306530416
0.14083105677752847,0.00043366419699168
0.14421191620413412,0.0004431733552539484
0.14759277563073975,0.00045946132032055766
0.1509736350573454,0.00047542564597112937
0.15435449448395105,0.0004793773929976787
0.15773535391055668,0.00048292103225225396
0.1611162133371623,0.0005140406012907558
0.16449707276376796,0.0005181965129572485
0.1678779321903736,0.000525252568523467
0.17125879161697927,0.0005251038845726154
0.1746396510435849,0.0005525507948395866
0.17802051047019052,0.0005553964788448994
0.18140136989679617,0.0005628713134663252
0.18478222932340183,0.0005772828811182262
0.18816308875000745,0.000575048548499905
0.1915439481766131,0.000589092272737527
0.19492480760321873,0.0006044978019022539
0.19830566702982438,0.0006171362687786458
0.20168652645643004,0.000619152739304686
0.20506738588303566,0.0006305264515524617
0.2084482453096413,0.0006444109503649263
0.21182910473624694,0.0006511204839948687
0.2152099641628526,0.0006657669839218405
0.21859082358945822,0.0006836923538117674
0.22197168301606388,0.0006886328124808489
0.2253525424426695,0.0006965845682598154
0.22873340186927515,0.000708813980430993
0.2321142612958808,0.0007159185376487392
0.23549512072248643,0.0007282424206102134
0.23887598014909206,0.000738686522193932
0.2422568395756977,0.0007490283556095094
0.24563769900230337,0.0007650861560108642
0.249018558428909,0.0007762061887346087
0.2523994178555147,0.0007881807669470688
0.25578027728212027,0.0007958102447324121
0.2591611367087259,0.0007986874328500209
0.2625419961353316,0.0008159636051023664
0.2659228555619372,0.0008190987805282951
0.2693037149885429,0.000831216766249123
0.2726845744151485,0.0008505577965054232
0.2760654338417541,0.000858116394877515
0.2794462932683598,0.0008592507844833359
0.2828271526949654,0.0008771784115381496
0.2862080121215711,0.0008760203526780661
0.2895888715481767,0.000898778246361292
0.2929697309747823,0.0009077126833573104
0.296350590401388,0.0009139926353635555
0.2997314498279936,0.0009291180561731455
0.3031123092545993,0.000939181010109946
0.3064931686812049,0.000949549971347304
0.3098740281078105,0.0009647645012263613
0.3132548875344162,0.0009729803075877019
0.3166357469610218,0.0009805251707246058
0.32001660638762747,0.0009954659069918489
0.3233974658142331,0.001002366380213116
0.3267783252408387,0.0010123612423612826
0.3301591846674444,0.001016988406527763
0.33354004409405,0.0010229945665818526
0.3369209035206557,0.001044212273300951
0.34030176294726133,0.0010503178738086921
0.34368262237386693,0.0010600140935463414
0.34706348180047264,0.0010734989841979237
0.35044434122707824,0.001085888554574321
0.35382520065368384,0.0010917462158673446
0.35720606008028954,0.0011128980298484741
0.36058691950689514,0.001113968413522632
0.36396777893350085,0.001126994892336387
0.36734863836010645,0.0011343554290318997
0.37072949778671205,0.0011480161675490215
0.37411035721331776,0.0011519831402916432
0.37749121663992335,0.0011582730002154277
0.38087207606652906,0.0011780061993078058
0.38425293549313466,0.0011939565972370043
0.38763379491974026,0.0011936831999162833
0.39101465434634597,0.0012094853698014457
0.39439551377295157,0.0012123022963557667
0.3977763731995572,0.0012271989524615485
0.4011572326261629,0.001234645348746138
0.40453809205276847,0.0012537364536638759
0.4079189514793742,0.0012619265853386274
0.4112998109059798,0.0012683592375427675
0.41468067033258543,0.0012767871680328276
0.4180615297591911,0.0012804547518738736
0.4214423891857967,0.0013073756240953307
0.4248232486124024,0.0013059085825888554
0.428204108039008,0.0013260166154716343
0.4315849674656136,0.0013293441751114855
0.4349658268922193,0.0013398086772816503
0.4383466863188249,0.0013519351277697352
0.4417275457454306,0.001353133860965292
0.4451084051720362,0.0013765514548927345
0.4484892645986418,0.0013779675849529783
0.4518701240252475,0.0013865685204280977
0.4552509834518531,0.0013992725060079105
0.45863184287845876,0.0014093226424767295
0.4620127023050644,0.0014333904215666656
0.46539356173167,0.0014324031463337045
0.4687744211582757,0.0014366480966735199
0.4721552805848813,0.0014549380416032597
0.475536140011487,0.0014632386977576073
0.4789169994380926,0.0014708345117625586
0.4822978588646982,0.0014838286365191319
0.48567871829130393,0.0014991867207979274
0.48905957771790953,0.0015048289650469086
0.49244043714451513,0.0015094660926915924
0.49582129657112084,0.001533368916166193
0.4992021559977265,0.0015372441826907765
