k,P3_n(k)
0.005561798841532925,0.08300284775937067
0.008903295357283599,0.04098167969746086
0.012244791873034275,0.025409083836356358
0.015586288388784949,0.01769307061456423
0.018927784904535623,0.013221245516474222
0.0222692814202863,0.010360441349091394
0.02561077793603697,0.008401282299875835
0.02895227445178765,0.006991275565079269
0.03229377096753832,0.005937721573066588
0.035635267483289,0.005127569570882452
0.03897676399903967,0.004490892975636265
0.042318260514790346,0.003982739012405431
0.04565975703054102,0.003573484798654181
0.049001253546291694,0.003243447881054704
0.052342750062042365,0.0029797763450745886
0.05568424657779304,0.0027746520907282702
0.05902574309354372,0.0026243265929194047
0.0623672396092944,0.00252876637394734
0.06570873612504508,0.0024918417858493316
0.06905023264079574,0.0025221039270902222
0.07239172915654642,0.002634280253511791
0.0757332256722971,0.002851664587929471
0.07907472218804776,0.003209510596217969
0.08241621870379845,0.0037591946204589936
0.08575771521954911,0.004572025780489507
0.08909921173529979,0.005739931927246649
0.09244070825105047,0.007368210930501578
0.09578220476680113,0.009554905429657756
0.09912370128255182,0.012355312250432501
0.10246519779830249,0.01574024687857616
0.10580669431405315,0.019567884990092006
0.10914819082980384,0.023589974266747922
0.1124896873455545,0.02749764712744971
0.1158311838613052,0.030989482158360938
0.11917268037705586,0.03383294347266847
0.12251417689280653,0.035897635298718936
0.12585567340855722,0.03715618098252864
0.1291971699243079,0.03766241772527693
0.13253866644005857,0.03752083988903911
0.13588016295580924,0.03685808905768986
0.1392216594715599,0.0358018029992002
0.14256315598731056,0.03446771712744915
0.14590465250306126,0.032953559546134645
0.14924614901881195,0.03133758625567446
0.1525876455345626,0.02967981094397799
0.15592914205031327,0.0280245077567982
0.15927063856606394,0.02640308825729917
0.16261213508181463,0.024836856006473302
0.16595363159756532,0.02333940940616888
0.16929512811331598,0.02191862200646931
0.17263662462906665,0.020578213339459285
0.1759781211448173,0.019318960999051924
0.179319617660568,0.018139616258103435
0.1826611141763187,0.017037583787909774
0.18600261069206936,0.016009418523429856
0.18934410720782002,0.01505118347453291
0.1926856037235707,0.01415870333208119
0.19602710023932138,0.013327740908011658
0.19936859675507207,0.012554117019004624
0.20271009327082273,0.011833789317801392
0.2060515897865734,0.0111629016186131
0.20939308630232406,0.010537812246337054
0.21273458281807475,0.00995510766732737
0.21607607933382544,0.009411605963692777
0.2194175758495761,0.00890435345594755
0.22275907236532677,0.008430616851968305
0.22610056888107744,0.007987872619919019
0.22944206539682813,0.007573794785564654
0.23278356191257882,0.007186241992385341
0.23612505842832948,0.006823244400474026
0.23946655494408015,0.006482990810870529
0.2428080514598308,0.006163816266171174
0.2461495479755815,0.005864190281560475
0.2494910444913322,0.005582705792176625
0.25283254100708286,0.005318068855210758
0.2561740375228335,0.005069089112584133
0.2595155340385842,0.004834670998309101
0.26285703055433485,0.004613805660625349
0.2661985270700855,0.004405563560495333
0.2695400235858362,0.004209087703425905
0.2728815201015869,0.00402358745964432
0.27622301661733756,0.0038483329275750705
0.2795645131330882,0.003682649796694773
0.2829060096488389,0.0035259146677653723
0.2862475061645896,0.003377550790824369
0.28958900268034027,0.0032370241839478303
0.29293049919609093,0.0031038400985220894
0.2962719957118416,0.0029775397994736405
0.29961349222759226,0.002857697631537749
0.3029549887433429,0.002743918345153102
0.30629648525909364,0.0026358346579248367
0.3096379817748443,0.0025331050297960536
0.31297947829059497,0.0024354116320884894
0.31632097480634563,0.002342458492440332
0.31966247132209635,0.0022539697993655427
0.323003967837847,0.002169688351711377
0.3263454643535977,0.002089374139700747
0.32968696086934834,0.002012803045515651
0.333028457385099,0.001939765652542626
0.33636995390084967,0.001870066153434426
0.3397114504166004,0.0018035213480919992
0.34305294693235105,0.0017399597235175852
0.3463944434481017,0.0016792206082560134
0.3497359399638524,0.0016211533948334573
0.3530774364796031,0.0015656168242256304
0.35641893299535377,0.0015124783269471885
0.35976042951110443,0.0014616134158625621
0.3631019260268551,0.0014129051262719958
0.36644342254260576,0.0013662434992404396
0.3697849190583564,0.001321525104506087
0.3731264155741071,0.0012786525996414436
0.3764679120898578,0.001237534322442014
0.37980940860560847,0.0011980839137900705
0.38315090512135913,0.0011602199684892216
0.3864924016371098,0.0011238657117874505
0.3898338981528605,0.0010889486995086157
0.3931753946686112,0.0010554005398962431
0.39651689118436184,0.001023156635436718
0.3998583877001125,0.000992155943081927
0.40319988421586317,0.0009623407514252225
0.40654138073161383,0.000933656473509171
0.40988287724736455,0.000906051454056342
0.4132243737631152,0.0008794767900141151
0.4165658702788659,0.0008538861634000283
0.41990736679461654,0.0008292356855161056
0.42324886331036726,0.0008054837516793249
0.4265903598261179,0.0007825909056832728
0.4299318563418686,0.000760519713271541
0.43327335285761925,0.0007392346439613798
0.4366148493733699,0.0007187019606075924
0.4399563458891206,0.00069888961614714
0.4432978424048713,0.0006797671570084615
0.44663933892062196,0.0006613056327092701
0.44998083543637263,0.0006434775112053767
0.4533223319521233,0.0006262565995848328
0.456663828467874,0.0006096179697353461
0.4600053249836247,0.0005935378886388139
0.46334682149937534,0.0005779937529753904
0.466688318015126,0.0005629640277412251
0.47002981453087667,0.0005484281886085273
0.47337131104662733,0.0005343666677742934
0.47671280756237805,0.0005207608030648726
0.4800543040781287,0.0005075927900791335
0.4833958005938794,0.0004948456371697517
0.48673729710963004,0.0004825031230763897
0.49007879362538076,0.0004705497570370771
0.4934202901411314,0.00045897074121855957
0.4967617866568821,0.00044775193531490325
0.5001032831726328,0.0004368798231769565
0.5034447796883834,0.0004263414813429294
0.5067862762041342,0.00041612454935047643
0.5101277727198847,0.00040621720171836126
0.5134692692356355,0.00039660812149399266
0.5168107657513861,0.0003872864752694339
0.5201522622671368,0.00037824188957603276
0.5234937587828874,0.0003694644285731952
0.5268352552986382,0.000360944572952474
0.5301767518143887,0.00035267319998415317
0.5335182483301395,0.0003446415646371602
0.5368597448458903,0.0003368412817087357
0.5402012413616408,0.0003292643089039362
0.5435427378773916,0.00032190293080879554
0.5468842343931422,0.00031474974370519255
0.5502257309088929,0.0003077976411780775
0.5535672274246435,0.0003010398004695093
0.5569087239403943,0.00029446966953634396
0.5602502204561448,0.0002880809547714114
0.5635917169718956,0.00028186760935061943
0.5669332134876462,0.0002758238221703658
0.5702747100033969,0.0002699440073422815
0.5736162065191477,0.0002642227942140282
0.5769577030348982,0.0002586550178872286
0.580299199550649,0.0002532357102045807
0.5836406960663996,0.00024796009118096635
0.5869821925821503,0.00024282356085386674
0.5903236890979009,0.000237821691530583
0.5936651856136517,0.00023295022041065422
0.5970066821294022,0.00022820504256354046
0.600348178645153,0.00022358220424242674
0.6036896751609037,0.00021907789651637224
0.6070311716766543,0.0002146884492039061
0.6103726681924051,0.00021041032509249517
0.6137141647081557,0.00020624011442859944
