k,P_n(k)
0.005596679713302821,744.7899682747137
0.008977539139908463,50.374570886897615
0.012358398566514103,9.648676177810858
0.015739257993119746,3.5837848213120624
0.019120117419725385,1.2554269596050107
0.022500976846331025,0.5310205122480447
0.02588183627293667,0.2602938160288617
0.02926269569954231,0.15618577779350712
0.03264355512614795,0.07641265788595641
0.03602441455275359,0.050523898579646245
0.03940527397935924,0.032044585913422366
0.04278613340596488,0.021887121723103222
0.046166992832570516,0.014771663779352497
0.049547852259176156,0.01044881444018425
0.0529287116857818,0.007987996131828054
0.05630957111238744,0.0053689994988024466
0.05969043053899308,0.0043231709388256555
0.06307128996559871,0.0032212234296183687
0.06645214939220437,0.002496001388019264
0.06983300881881,0.0019036760373733668
0.07321386824541565,0.001471356882848733
0.0765947276720213,0.0012064105403417626
0.07997558709862693,0.0009305410202204627
0.08335644652523258,0.0007697813166104774
0.0867373059518382,0.0006237072892625354
0.09011816537844386,0.0005245077610187659
0.09349902480504949,0.0004324631823642139
0.09687988423165514,0.00036321923377013917
0.10026074365826079,0.000316471248384697
0.10364160308486642,0.00026538165096139424
0.10702246251147207,0.00022564125142474442
0.1104033219380777,0.0002019804663547894
0.11378418136468335,0.00016590545333552024
0.11716504079128898,0.00014600417746131675
0.12054590021789463,0.00012737965454114055
0.12392675964450026,0.00010739014384164041
0.1273076190711059,9.325194038397774e-05
0.13068847849771154,8.273885420735751e-05
0.1340693379243172,7.267316023810324e-05
0.13745019735092284,6.509119277394097e-05
0.14083105677752847,5.657460431458862e-05
0.14421191620413412,5.003376616535731e-05
0.14759277563073975,4.52153660781012e-05
0.1509736350573454,4.086811230011742e-05
0.15435449448395105,3.607884777706354e-05
0.15773535391055668,3.191963535927945e-05
0.1611162133371623,2.9940018690933602e-05
0.16449707276376796,2.6663510412261202e-05
0.1678779321903736,2.3911728269329904e-05
0.17125879161697927,2.1215357297327483e-05
0.1746396510435849,1.985121658245879e-05
0.17802051047019052,1.778363971423595e-05
0.18140136989679617,1.6109554387020423e-05
0.18478222932340183,1.4773092853542945e-05
0.18816308875000745,1.3185693738781504e-05
0.1915439481766131,1.2141018878403878e-05
0.19492480760321873,1.1229517508539005e-05
0.19830566702982438,1.0321117463589965e-05
0.20168652645643004,9.359944833397282e-06
0.20506738588303566,8.636397431925587e-06
0.2084482453096413,8.004336685248754e-06
0.21182910473624694,7.34375534053783e-06
0.2152099641628526,6.820681506947208e-06
0.21859082358945822,6.383484092339524e-06
0.22197168301606388,5.864451785504389e-06
0.2253525424426695,5.416478579074914e-06
0.22873340186927515,5.040930196997612e-06
0.2321142612958808,4.662341364091506e-06
0.23549512072248643,4.34651920765737e-06
0.23887598014909206,4.050744693804219e-06
0.2422568395756977,3.7745329429889053e-06
0.24563769900230337,3.5486870984480923e-06
0.249018558428909,3.318168153564334e-06
0.2523994178555147,3.104902353519732e-06
0.25578027728212027,2.8947228062195462e-06
0.2591611367087259,2.6847990872994946e-06
0.2625419961353316,2.5364558306394797e-06
0.2659228555619372,2.3583468687609173e-06
0.2693037149885429,2.219691384957375e-06
0.2726845744151485,2.1087957750082336e-06
