k,P_dir(k)
0.0013810679320049757,8094.303443012495
0.004143203796014927,557.48850201794
0.006905339660024878,550.6944778081736
0.009667475524034831,551.5521931246694
0.01242961138804478,298.7148461654226
0.015191747252054733,250.187202659824
0.017953883116064683,344.20204139777377
0.020716018980074635,95.96036112038325
0.023478154844084588,95.49090749147489
0.02624029070809454,77.01865537074377
0.02900242657210449,69.0627670387582
0.031764562436114446,71.79827797950263
0.03452669830012439,45.52710569692137
0.037288834164134345,41.948826264137146
0.0400509700281443,31.171743841525494
0.04281310589215424,25.99813555828034
0.0455752417561642,17.390200149640386
0.04833737762017415,16.39496321323641
0.0510995134841841,14.726271021424354
0.053861649348194054,13.067497407389254
0.056623785212204,10.10869742636384
0.05938592107621396,7.869698938784635
0.062148056940223906,7.172035161588067
0.06491019280423385,6.409545211610536
0.06767232866824381,6.103435652755985
0.07043446453225377,5.610327340561319
0.07319660039626372,4.5900629167436895
0.07595873626027366,3.757085384936313
0.07872087212428361,3.7617578026441594
0.08148300798829357,3.83618675442307
0.08424514385230353,2.718597117095588
0.08700727971631347,2.980045052700803
0.08976941558032342,2.404506311159718
0.09253155144433337,2.1118298432197844
0.09529368730834333,2.066600137096692
0.09805582317235328,1.7999109601366141
0.10081795903636323,1.539978826182503
0.10358009490037318,1.3500519403343367
0.10634223076438312,1.3684981189139585
0.10910436662839308,1.3167236175181207
0.11186650249240304,1.0021773179997804
0.11462863835641299,1.0599028196911824
0.11739077422042293,0.9512278929952389
0.12015291008443288,0.9525992660128281
0.12291504594844284,0.8971292302533113
0.1256771818124528,0.8602412694628738
0.12843931767646274,0.8594085749970918
0.1312014535404727,0.7852096220686974
0.13396358940448266,0.5889197410693416
0.13672572526849258,0.5674255624634749
0.13948786113250256,0.5463430434543304
0.1422499969965125,0.4986578552429878
0.14501213286052245,0.5291262233189615
0.14777426872453242,0.41169593578059227
0.15053640458854234,0.4527245224726292
0.1532985404525523,0.34701022483634597
0.15606067631656226,0.35669387597918756
0.1588228121805722,0.3808202915827756
0.16158494804458218,0.31533032086450963
0.1643470839085921,0.32649558598086026
