k,P(k)
0.3162645564291394,10.958856068659232
0.3190266922931494,12.197982595727492
0.32178882815715937,11.567809280778185
0.3245509640211693,10.58286709863913
0.32731309988517926,8.717229459213016
0.3300752357491892,9.020467391426415
0.33283737161319915,8.578111356214414
0.3355995074772091,9.447698417250873
0.33836164334121904,7.605550158544386
0.341123779205229,7.0001114948580625
0.34388591506923893,6.873848309847243
0.3466480509332489,6.367351059361815
0.3494101867972589,5.590616101327317
0.3521723226612688,5.398636890770819
0.3549344585252788,5.342604122199824
0.3576965943892887,4.868423355243535
0.36045873025329866,5.308920028142329
0.36322086611730864,4.334570126666547
0.36598300198131856,4.407322431222443
0.36874513784532853,4.379674812384696
0.37150727370933845,4.110946633317239
0.3742694095733484,3.7056252364956808
0.3770315454373584,2.9828302667696898
0.3797936813013683,3.194321297514958
0.3825558171653783,2.922485707271633
0.3853179530293882,3.0677348075887174
0.3880800888933982,2.9508051847371055
0.39084222475740815,2.8057262707401045
0.39360436062141807,2.7147535988602622
0.39636649648542804,2.4243690647400205
0.39912863234943796,2.2180903352902517
0.40189076821344794,2.128783779794608
0.4046529040774579,2.1560309950704073
0.4074150399414678,2.0603449445112907
0.4101771758054778,1.9919471166863252
0.4129393116694877,1.7160005053785135
0.4157014475334977,1.7715908632787942
0.41846358339750767,1.7609864484070725
0.4212257192615176,1.7413825104528073
0.42398785512552756,1.495968191475578
0.4267499909895375,1.558928949988956
0.42951212685354745,1.3707262372998006
0.4322742627175574,1.40496047959339
0.43503639858156734,1.272711122205679
0.4377985344455773,1.2582247584125619
0.44056067030958723,1.1628982632225398
0.4433228061735972,1.0930735387972468
0.4460849420376072,1.122759838476046
0.4488470779016171,1.004487650791007
0.45160921376562707,0.9417558370327388
0.454371349629637,1.0477616264701093
0.45713348549364696,0.9044026326158585
0.45989562135765694,0.9064121838186814
0.46265775722166685,0.859120771740881
0.46541989308567683,0.846253258262894
0.46818202894968675,0.8124255663428609
0.4709441648136967,0.8374744450265186
0.4737063006777067,0.7836274141657922
0.4764684365417166,0.802496227898778
0.4792305724057266,0.678982311211012
0.4819927082697365,0.7220355889346323
0.4847548441337465,0.7111100909404936
0.48751697999775645,0.6451712963186945
0.49027911586176637,0.6244781086187271
0.49304125172577634,0.6532524056391887
0.49580338758978626,0.6119672769897231
0.49856552345379623,0.5089097205094852
0.5013276593178062,0.5904235541004423
0.5040897951818162,0.546432833516886
0.5068519310458262,0.5286137488529719
0.509614066909836,0.5013480169675011
0.512376202773846,0.4923143671304984
0.515138338637856,0.46145725926632103
0.5179004745018659,0.46454727053350475
0.5206626103658758,0.4269781213185546
0.5234247462298858,0.4459102878195648
0.5261868820938957,0.44545982698072695
0.5289490179579057,0.43310400713094677
0.5317111538219157,0.4259549305913672
0.5344732896859257,0.4207458384603058
0.5372354255499355,0.39510694710955196
0.5399975614139455,0.37222770981615044
0.5427596972779555,0.3617743424871833
0.5455218331419655,0.36087399685885935
0.5482839690059753,0.3689810276763012
0.5510461048699853,0.3680720116735249
0.5538082407339953,0.31443343634666115
0.5565703765980052,0.3502667664901491
0.5593325124620152,0.321047348033376
0.5620946483260252,0.2872008495243015
0.564856784190035,0.2595051197036062
0.567618920054045,0.23212418262796308
0.570381055918055,0.22423511837542542
0.573143191782065,0.23502094636749316
0.5759053276460748,0.24564716810999604
0.5786674635100848,0.22284792454252708
0.5814295993740948,0.20422667495542796
0.5841917352381047,0.17826193393953632
0.5869538711021147,0.1871960558280084
0.5897160069661247,0.18733060375861818
0.5924781428301346,0.20291119755537904
0.5952402786941445,0.16059246634989563
0.5980024145581545,0.18430282229094097
0.6007645504221645,0.1522395278334065
0.6035266862861743,0.1669978024210589
0.6062888221501843,0.17929431859945788
0.6090509580141943,0.16666190025429342
0.6118130938782043,0.15421505080899028
0.6145752297422142,0.15332286920727847
0.6173373656062242,0.14132269022533286
0.6200995014702341,0.14073897060240653
0.622861637334244,0.15883222175900766
0.625623773198254,0.1592783379518123
0.628385909062264,0.13485098902005235
0.6311480449262739,0.14100647828005688
0.6339101807902838,0.12831578658520348
0.6366723166542938,0.11022515054794228
0.6394344525183038,0.13884571740463195
0.6421965883823137,0.11919478348522362
0.6449587242463237,0.13524577016818642
0.6477208601103336,0.13282491791490275
0.6504829959743436,0.121035141659172
0.6532451318383535,0.16597553146175478
0.6560072677023635,0.12888130257920352
0.6587694035663734,0.10708063468269816
0.6615315394303833,0.0871284269756439
0.6642936752943933,0.12562528262310785
0.6670558111584033,0.13180389064193626
0.6698179470224133,0.12250695868724806
0.6725800828864232,0.11026580477977704
0.6753422187504331,0.10102722780569867
0.6781043546144431,0.13124470132104235
0.680866490478453,0.1283067127625617
0.683628626342463,0.0978623024810958
0.6863907622064729,0.10400219748120303
0.6891528980704829,0.12362809546238251
0.6919150339344928,0.12564643160339814
0.6946771697985028,0.10254160382389381
0.6974393056625128,0.10823381065779757
0.7002014415265227,0.11119963894867768
0.7029635773905326,0.1342329758731594
0.7057257132545426,0.08831599468688132
